Injection_Temperature,Injection_Pressure,Cycle_Time,Cooling_Time,Material_Viscosity,Ambient_Temperature,Machine_Age,Operator_Experience,Maintenance_Hours,Parts_Per_Hour
220.3,133.69,35.995,11.128,362.43,18.07,4.36,9.7,194.68,46
188.83,145.94,43.757,12.719,298.14,26.73,12.21,86.4,10.54,25
220.72,95.13,32.894,14.059,351.71,18.56,1.93,39.5,38.33,32
233.64,134.0,34.089,18.711,242.18,24.53,8.89,56.4,128.04,31
208.45,81.42,40.478,18.425,315.19,21.77,5.3,20.8,179.31,19
241.59,126.95,35.097,14.892,393.99,20.03,4.71,75.7,159.53,39
225.41,112.85,36.988,10.661,146.05,26.98,8.08,41.2,93.12,57
242.95,104.27,22.025,12.84,378.08,25.46,13.57,46.6,149.09,62
223.65,140.37,26.138,19.708,256.71,21.4,9.65,78.6,41.62,40
189.19,139.8,19.419,15.293,292.97,20.84,12.04,22.3,2.75,59
201.68,81.56,30.173,17.373,363.36,25.36,9.41,102.4,114.0,31
194.13,122.67,28.672,13.398,222.9,26.37,10.77,89.0,162.65,41
243.62,105.75,44.915,14.384,225.61,25.16,7.05,69.7,86.69,35
233.23,109.1,33.336,13.147,258.15,24.4,13.96,16.3,113.85,37
227.35,138.24,38.593,16.435,105.73,20.28,8.03,82.8,84.44,44
201.07,101.69,25.02,18.218,249.0,26.53,8.72,3.2,102.81,31
192.88,146.01,39.946,14.088,187.33,25.5,8.35,96.7,176.87,41
232.95,92.57,33.453,13.77,378.39,23.17,5.43,37.2,95.63,34
213.19,126.39,35.91,12.083,126.32,23.12,4.24,14.9,1.5,53
195.81,127.05,23.833,10.125,237.8,23.69,2.03,20.6,159.97,61
223.16,97.65,31.459,19.271,384.24,26.28,11.05,115.6,123.54,21
182.82,102.73,34.021,11.793,370.31,25.42,5.05,93.1,146.08,33
202.83,138.44,32.673,17.608,310.4,26.56,6.45,29.3,180.22,29
212.8,133.33,42.456,16.584,276.81,23.07,13.88,115.7,57.24,27
190.36,103.04,41.948,17.491,184.22,24.25,8.93,17.7,100.61,25
248.93,117.38,44.13,19.241,210.09,26.55,2.36,88.3,120.5,33
194.64,84.32,35.023,15.48,127.04,20.32,12.19,79.2,69.08,34
189.12,94.61,44.157,18.775,335.83,22.44,4.59,98.8,169.21,18
194.25,114.01,39.974,10.012,197.16,24.21,8.74,46.4,139.51,32
233.83,86.02,23.125,15.521,300.33,27.15,8.14,48.8,146.68,46
209.79,139.03,27.823,17.267,207.28,18.16,4.33,75.3,161.6,45
219.58,130.26,22.152,11.26,239.3,20.13,2.62,48.4,51.62,71
181.47,146.05,15.126,16.889,266.5,20.34,3.96,5.9,149.13,58
182.41,128.54,20.641,17.342,340.56,21.27,2.36,87.8,154.76,47
211.21,145.83,15.122,17.974,163.35,20.82,4.86,77.3,168.48,85
237.17,118.82,36.595,11.755,219.63,23.9,14.96,51.4,97.71,44
241.97,122.02,27.766,16.179,139.02,26.86,6.63,37.0,100.84,56
186.07,148.39,24.377,11.651,122.73,24.37,13.09,39.2,19.64,63
217.69,124.95,37.852,16.868,281.4,20.42,8.69,89.2,170.42,30
243.93,82.16,39.975,13.556,156.73,26.64,10.33,87.8,106.7,33
207.16,130.67,44.259,15.171,117.94,24.32,3.19,98.5,118.89,33
238.07,143.38,34.26,12.99,369.13,20.19,4.85,91.7,24.29,52
189.36,135.69,28.846,9.944,260.29,21.62,8.15,91.2,120.36,55
245.48,120.87,24.158,10.136,140.39,25.9,13.34,31.0,8.4,86
232.6,126.99,21.67,8.931,116.03,25.39,1.6,13.1,184.64,114
245.89,149.31,21.388,15.417,135.96,23.77,8.1,91.6,172.71,94
227.36,86.35,27.276,18.184,241.4,19.45,1.71,12.7,38.86,30
205.44,126.71,44.754,8.25,300.54,26.03,7.4,117.9,118.76,41
245.67,99.84,15.026,8.795,292.38,21.08,9.8,105.1,120.54,137
199.29,124.81,20.916,13.49,143.33,25.72,11.43,64.5,160.69,54
203.25,122.53,20.652,16.853,290.05,24.48,2.94,42.9,151.38,46
229.06,90.74,36.514,9.892,221.46,20.64,3.33,63.7,198.65,55
233.57,94.47,25.575,11.26,239.42,20.12,7.58,88.4,70.17,69
245.06,123.51,28.718,10.784,340.43,19.31,14.97,91.0,24.93,59
194.34,88.98,19.459,12.789,199.75,20.42,5.98,9.8,114.69,63
235.86,98.56,27.15,10.7,144.1,19.58,6.99,96.8,152.8,60
231.7,138.47,18.096,12.231,362.04,24.17,7.05,77.3,57.16,103
184.47,102.9,30.991,16.743,163.64,23.99,2.13,5.8,47.24,31
207.11,114.16,17.938,15.332,188.21,23.86,11.84,38.3,160.49,63
199.79,145.88,38.715,8.974,311.98,24.42,4.54,61.8,150.74,38
201.31,95.9,31.998,15.653,305.07,26.15,10.85,23.4,40.68,30
248.81,107.27,36.719,13.725,340.12,27.14,7.65,19.5,173.85,37
224.99,122.45,27.555,19.215,155.16,20.3,9.56,2.7,26.95,46
230.24,132.87,26.445,11.472,205.68,23.88,1.76,109.5,21.85,85
248.36,143.12,17.946,16.714,137.76,18.78,13.46,7.7,70.22,93
206.4,144.08,30.716,16.77,262.31,19.2,4.41,44.6,177.31,42
236.13,134.36,30.435,10.658,187.77,24.54,10.38,25.5,139.09,80
210.42,95.98,29.043,18.839,306.68,22.87,12.17,89.2,78.94,22
240.87,81.74,37.216,13.894,100.1,25.58,8.56,85.2,31.45,48
192.65,106.86,39.975,16.147,117.9,22.26,5.72,96.9,142.7,31
246.34,89.91,37.524,9.75,229.77,19.28,14.69,74.4,119.83,50
195.31,129.73,19.316,11.094,387.46,26.72,4.9,71.4,197.54,65
202.84,126.28,33.662,15.033,367.26,18.83,14.28,49.4,153.11,28
232.93,83.08,17.41,11.828,398.2,19.89,3.19,76.7,20.42,69
207.56,138.56,35.839,13.996,225.05,20.77,6.45,14.7,145.64,35
222.57,97.41,26.455,12.488,113.97,27.95,2.94,82.5,51.49,67
211.12,110.26,18.975,15.687,191.79,22.17,1.03,13.4,192.38,67
231.97,126.76,40.862,13.846,302.73,23.02,4.64,103.5,3.85,37
195.98,110.06,33.42,8.055,140.55,25.7,2.22,61.2,47.67,61
184.09,110.89,25.642,15.796,189.99,24.36,14.81,64.1,99.8,38
201.0,84.59,15.922,13.065,116.85,26.41,11.66,70.6,15.81,82
213.2,108.1,31.119,12.1,242.49,22.86,1.05,93.4,68.81,48
191.76,133.54,42.697,9.13,162.68,27.72,4.13,57.9,99.45,43
204.84,144.06,32.891,10.644,127.37,25.97,10.38,51.9,89.39,59
208.0,108.94,44.15,10.685,223.36,22.01,6.58,35.3,92.12,31
184.02,109.65,19.094,19.224,205.37,21.81,12.65,16.2,175.8,41
220.83,129.18,32.049,13.19,261.26,27.29,8.07,23.7,101.06,50
241.9,145.99,38.944,8.505,324.71,24.84,10.15,1.1,188.21,50
190.62,98.69,30.766,9.666,133.77,24.21,9.36,104.5,29.55,50
221.85,110.81,17.732,8.948,337.34,25.58,9.93,92.0,56.05,84
226.53,135.72,32.487,15.066,107.89,23.61,4.22,27.0,131.3,63
209.35,122.68,33.352,10.239,232.93,19.59,6.23,1.3,56.62,52
229.08,87.74,36.861,13.983,276.23,21.19,1.71,59.6,69.46,33
208.75,123.94,37.836,12.441,387.1,23.58,9.23,50.1,180.21,29
215.32,93.07,38.123,17.647,272.18,18.18,7.43,93.3,107.71,20
180.51,115.72,34.903,11.846,147.62,22.37,11.65,48.9,66.93,40
228.42,117.04,21.474,13.499,255.26,25.56,3.89,103.8,155.34,71
226.29,141.33,27.127,16.655,218.74,19.64,7.12,12.4,14.13,52
182.69,112.37,38.284,13.2,243.81,18.65,3.53,44.5,112.73,33
205.78,99.56,43.603,17.519,159.13,26.36,9.6,112.1,19.93,21
248.53,96.17,17.368,15.94,250.25,24.17,12.87,2.4,35.37,67
209.45,141.2,31.066,12.926,145.01,19.77,11.72,47.5,12.49,60
215.14,91.97,24.376,14.048,323.21,26.06,14.22,31.9,180.34,41
243.7,109.81,21.762,19.606,278.17,24.58,14.6,64.3,9.64,42
230.21,93.1,30.174,15.939,123.56,21.34,11.81,34.2,103.28,39
220.74,134.13,33.183,18.86,366.88,21.76,5.02,104.5,45.0,29
235.85,113.21,15.293,10.145,284.91,19.56,4.07,112.5,76.72,122
240.51,104.58,38.406,13.799,194.83,26.35,7.27,102.0,98.73,37
211.98,105.28,39.596,18.904,113.69,23.09,14.91,48.4,90.01,18
213.26,139.65,43.965,11.871,289.67,23.57,6.78,118.8,149.62,24
207.02,118.76,20.419,19.612,212.03,26.83,3.79,88.5,182.38,42
247.67,130.25,32.837,9.165,372.29,18.16,14.22,43.3,60.05,63
228.8,142.79,27.799,18.832,110.46,18.67,6.4,12.1,4.91,54
185.83,143.12,25.045,13.343,111.73,19.62,10.67,80.4,178.79,56
240.41,103.0,31.969,8.885,384.79,18.3,12.03,87.7,195.76,45
213.64,146.67,38.471,18.554,389.46,24.58,12.8,15.6,86.67,19
184.81,81.74,15.692,11.023,108.32,24.34,12.5,66.4,91.16,88
218.48,106.38,44.082,8.267,314.81,20.11,12.71,118.5,28.83,37
209.2,142.71,39.296,9.63,166.45,19.49,10.35,39.8,95.1,43
241.44,99.22,37.535,15.909,310.42,19.46,6.65,36.9,60.67,27
194.28,99.12,37.812,19.734,360.62,27.53,10.34,108.5,198.88,18
237.85,101.18,26.672,9.338,130.25,24.94,12.71,15.0,36.97,75
219.04,122.86,37.549,13.543,171.63,23.85,5.91,112.1,75.72,52
183.82,110.68,26.603,10.168,107.22,21.22,5.15,93.8,123.3,67
248.03,130.87,41.961,16.94,113.15,22.33,5.81,47.5,69.02,40
215.88,142.64,20.317,9.417,108.89,18.89,8.72,10.9,94.88,103
200.36,127.19,23.77,10.878,340.2,27.98,1.73,3.3,194.7,50
212.86,94.31,31.54,10.357,189.49,25.55,11.91,45.7,101.61,37
240.05,145.29,24.576,14.63,247.96,24.21,2.94,84.9,182.06,77
201.34,98.51,27.727,18.478,336.35,23.88,2.86,59.0,8.62,30
193.49,90.49,29.773,14.133,248.48,23.04,3.77,88.9,23.96,38
189.03,86.3,40.691,8.699,228.76,20.57,9.08,80.8,188.9,38
200.85,119.44,30.696,14.761,103.47,20.26,5.0,69.2,25.75,46
234.6,87.96,25.874,17.57,270.41,23.5,6.15,116.1,147.31,34
213.01,89.71,22.432,9.586,137.42,18.7,14.04,87.7,89.2,74
195.92,101.0,27.26,8.873,329.39,18.74,12.86,109.8,81.35,55
191.63,99.72,30.472,10.254,177.32,23.61,12.93,29.8,131.84,48
203.29,122.3,37.383,16.953,302.26,27.2,9.09,85.9,145.52,20
245.79,137.17,18.631,15.1,293.87,27.14,13.13,72.1,186.39,88
204.01,133.29,21.648,14.487,285.0,18.11,11.9,111.0,51.38,58
249.17,98.37,26.39,10.994,180.09,19.07,14.35,61.7,139.62,78
213.97,97.17,25.812,11.987,180.13,23.83,1.9,34.3,68.46,70
192.54,147.61,26.752,19.591,358.91,26.48,1.4,46.8,143.52,22
242.38,80.58,38.806,10.888,103.84,27.54,3.45,27.0,28.42,51
212.22,141.58,24.725,18.82,154.46,26.61,14.01,27.2,91.51,50
229.68,93.98,30.057,14.966,283.05,24.78,9.48,57.0,36.73,42
248.86,146.31,33.717,9.48,345.11,20.01,6.97,107.2,67.29,64
183.51,103.96,21.965,13.608,207.5,18.73,8.18,23.8,143.13,51
186.77,110.82,36.561,19.383,296.03,18.48,12.61,35.3,46.67,20
230.43,129.5,31.413,13.023,267.15,24.12,14.01,102.5,136.98,50
199.73,121.14,28.403,18.361,119.36,18.36,11.22,41.4,99.19,31
192.9,102.26,39.294,11.077,286.53,25.39,11.64,115.5,18.41,27
182.76,118.77,22.305,14.851,344.17,25.12,5.49,33.0,77.34,48
181.53,131.15,41.495,18.126,397.73,18.8,7.54,53.6,173.84,10
234.21,82.96,31.831,19.048,108.89,27.07,13.39,12.4,197.86,29
189.41,80.78,33.275,13.83,298.02,23.22,12.0,119.1,73.78,31
212.74,112.06,41.252,15.676,224.36,27.04,10.58,106.9,10.97,26
222.41,89.23,39.527,8.036,102.94,27.02,1.91,98.3,26.04,52
209.98,126.5,33.047,11.039,284.31,19.97,1.55,19.7,157.63,43
181.9,94.98,37.596,11.345,136.73,21.81,2.83,116.4,131.16,40
234.85,110.3,28.0,9.122,213.57,19.35,9.14,111.6,57.0,82
180.74,93.84,31.421,11.356,178.41,25.75,8.51,52.8,78.26,40
233.33,118.39,16.862,11.853,208.35,23.04,14.2,82.1,162.23,101
242.53,88.12,17.696,19.625,247.81,27.29,10.73,119.1,82.62,50
210.3,81.62,39.883,16.023,207.76,20.08,5.12,49.8,151.15,26
217.49,83.58,16.79,13.112,265.82,24.88,3.26,14.5,59.04,71
213.39,146.8,20.082,19.857,171.59,27.89,12.89,104.3,144.96,54
207.24,89.96,38.875,9.839,290.61,24.65,7.43,57.7,93.28,30
242.12,129.59,15.034,13.713,356.13,18.69,10.15,118.4,109.07,100
242.58,84.75,23.472,15.765,167.22,23.88,8.91,66.6,119.75,58
203.51,87.57,32.521,8.667,252.36,19.8,2.5,4.5,90.11,47
223.05,115.62,32.863,16.604,294.61,18.31,1.8,59.5,93.23,36
244.88,112.54,38.315,9.198,269.39,21.35,6.28,86.4,53.14,55
247.34,146.61,30.178,9.683,209.69,20.66,6.06,4.1,197.15,83
215.63,146.14,30.282,9.916,292.66,25.89,10.43,50.2,181.16,51
211.7,134.57,36.759,19.147,108.47,21.74,9.85,19.5,105.48,27
199.51,122.15,29.959,16.199,210.97,25.33,14.57,77.5,6.93,38
247.12,111.85,33.255,15.865,259.78,18.16,13.01,114.9,33.69,43
190.0,104.93,41.933,14.666,106.18,18.15,7.95,75.3,170.79,33
220.59,146.3,27.044,11.514,252.29,18.29,8.0,83.7,186.16,66
199.78,122.2,26.554,15.451,296.28,20.19,10.44,48.2,32.26,36
199.53,120.54,15.106,12.922,327.76,21.74,2.6,68.0,146.9,76
208.35,96.23,33.403,9.745,134.01,24.08,15.0,65.7,124.6,38
249.92,83.27,15.893,16.275,397.17,27.86,8.26,91.4,60.68,54
183.85,146.16,30.124,9.555,281.85,21.54,13.74,103.0,87.22,44
220.5,101.96,39.127,10.288,208.96,18.56,14.54,79.9,135.45,34
185.78,110.98,31.498,17.812,174.73,19.95,9.14,117.6,20.26,32
190.82,88.02,23.089,15.921,271.87,26.98,2.45,99.6,37.81,44
210.77,138.58,38.585,15.572,364.51,24.99,9.03,15.8,6.66,21
215.73,81.93,23.092,13.018,256.17,25.9,9.37,61.4,180.44,48
198.12,138.38,36.991,12.755,298.44,19.24,12.05,108.5,114.78,28
202.15,89.82,33.308,16.283,207.31,19.35,1.68,113.3,104.69,30
186.09,142.06,20.1,16.88,216.45,19.12,7.53,46.2,141.25,50
201.23,131.08,42.154,14.123,185.85,26.57,13.92,87.4,197.67,30
247.66,91.53,21.019,19.631,311.69,20.1,14.88,49.9,34.45,39
246.13,119.61,44.688,19.468,207.76,24.43,3.68,15.7,26.62,27
203.44,101.89,15.219,12.949,157.21,23.16,13.19,106.3,58.96,85
219.96,92.48,22.905,17.847,210.82,23.44,3.05,111.9,180.79,49
243.67,140.14,20.996,14.519,356.15,19.95,12.78,61.1,82.29,68
180.43,108.25,15.42,14.141,321.48,24.35,4.88,3.2,158.7,65
236.75,107.9,36.971,8.66,200.39,18.43,14.43,98.1,40.59,50
246.39,91.89,35.803,14.888,372.04,27.93,10.74,57.8,98.72,27
186.39,106.81,38.771,18.807,122.45,18.27,6.59,9.9,25.49,22
191.3,141.01,22.701,17.362,114.93,18.5,4.93,23.5,82.58,51
247.25,105.42,28.33,17.436,138.24,21.25,4.29,19.1,52.46,50
217.63,146.61,34.773,9.919,134.94,26.32,10.53,82.7,109.89,75
180.99,146.24,28.193,12.301,126.35,20.57,13.54,36.6,156.08,42
198.03,90.14,35.92,10.798,298.4,22.72,11.57,16.2,187.67,42
211.5,92.41,34.019,11.791,280.25,18.18,12.69,110.2,56.77,35
228.5,140.39,18.439,14.954,294.28,18.79,11.94,114.8,148.63,83
231.32,107.49,38.431,12.377,306.51,24.08,14.71,17.5,177.12,29
249.68,80.31,36.62,14.728,327.06,19.94,11.61,28.4,24.97,25
200.13,99.17,34.675,13.262,162.15,24.94,3.94,71.5,117.19,35
217.68,121.83,19.653,11.439,286.69,25.85,12.08,18.9,122.37,68
217.33,135.95,23.04,9.145,274.01,26.5,5.51,19.9,54.48,83
208.4,89.34,26.795,18.702,383.1,19.34,14.94,41.1,4.5,27
191.84,87.74,23.398,8.136,169.71,22.56,6.27,114.0,51.34,66
248.42,144.55,21.834,8.02,117.62,27.47,5.1,115.5,116.95,148
239.73,132.58,39.161,17.922,296.05,25.72,4.35,101.2,39.29,36
214.88,121.28,34.147,19.962,322.05,19.17,10.22,83.8,57.47,24
222.23,133.84,31.964,16.725,184.96,23.03,2.53,86.8,141.58,46
195.91,110.02,21.779,8.183,271.25,27.22,14.35,56.9,79.66,70
218.07,133.09,42.542,10.72,117.86,22.4,5.12,64.1,13.09,55
228.65,106.03,20.735,19.662,388.01,26.37,5.14,76.5,79.83,31
216.06,97.09,38.849,17.703,132.98,22.96,1.64,88.0,199.95,34
249.32,131.03,44.0,14.802,120.27,19.07,4.44,12.5,52.21,42
222.79,109.38,36.813,10.842,113.23,19.48,6.87,27.8,53.05,58
205.97,148.7,44.786,8.172,228.18,18.47,6.17,115.6,33.98,45
234.05,104.46,34.532,8.25,129.15,19.95,4.82,40.9,54.33,67
191.93,144.52,21.524,15.344,323.39,26.94,1.57,32.9,114.95,46
206.92,145.31,21.115,8.262,369.66,24.5,5.21,51.2,192.92,71
204.29,96.93,24.737,19.924,178.07,25.39,11.9,35.6,121.54,24
210.23,135.88,15.214,10.201,288.63,24.22,7.14,11.9,81.97,115
234.72,110.32,35.451,16.528,112.7,21.87,5.07,25.7,77.93,44
213.89,144.23,23.06,9.861,215.97,20.17,5.27,77.2,4.85,95
235.58,111.51,39.455,14.481,187.88,27.26,8.76,27.6,0.51,33
220.35,132.1,25.775,8.967,168.59,23.15,5.23,78.1,159.44,80
203.94,112.69,29.399,17.201,293.42,22.81,9.83,12.9,98.03,30
236.7,95.95,43.971,15.019,139.07,27.96,14.85,6.0,6.64,30
196.68,93.95,22.265,9.034,358.21,21.84,1.58,103.5,57.21,65
195.71,109.78,36.638,18.183,299.45,26.54,3.36,91.4,71.34,23
215.32,132.88,37.654,14.564,313.22,26.62,3.51,80.3,156.66,30
198.26,122.36,21.63,19.059,380.6,20.33,7.26,4.7,86.88,35
180.64,128.2,30.03,18.999,382.71,18.95,1.58,29.5,157.86,21
225.38,99.76,25.506,19.046,265.5,27.76,7.69,97.7,126.75,32
215.78,113.7,38.157,8.933,248.61,22.26,14.0,18.2,6.63,39
211.19,83.11,33.674,9.451,200.61,18.02,1.16,97.7,193.74,44
247.69,137.23,29.279,19.852,314.67,22.99,6.11,70.5,36.29,43
219.98,149.29,38.381,13.851,261.46,24.19,11.65,89.1,55.12,41
240.44,108.48,22.055,10.859,379.86,25.76,3.16,77.7,161.86,64
189.76,80.77,37.609,17.236,171.59,27.43,2.09,50.6,37.97,23
219.84,91.89,40.961,11.171,193.08,27.15,9.83,35.7,80.22,37
240.76,125.68,41.359,16.727,194.83,27.4,1.14,81.1,173.0,42
220.82,122.85,38.51,18.047,341.8,18.32,12.22,97.0,127.45,22
230.26,135.15,27.24,17.411,129.71,25.12,1.94,6.3,60.42,59
206.04,97.77,44.454,11.289,236.69,20.26,8.34,46.2,128.81,30
186.47,133.45,26.388,12.819,228.27,19.88,11.36,42.7,162.52,44
212.05,128.16,34.159,12.959,121.94,26.0,4.39,67.6,80.78,53
207.61,102.6,19.832,13.895,223.24,22.17,2.45,14.6,114.33,54
240.69,118.18,44.413,10.008,254.01,27.17,3.46,112.1,197.59,45
197.08,90.31,36.12,13.43,119.53,18.42,12.97,66.3,192.91,37
247.67,111.68,37.601,14.129,252.96,26.02,10.88,110.9,101.81,46
247.07,141.68,16.973,14.381,387.77,19.37,3.77,98.2,19.23,89
197.33,109.48,37.903,17.839,393.67,19.77,11.03,23.8,140.14,23
204.36,138.77,38.242,14.208,259.5,22.77,10.92,16.7,53.72,33
242.69,121.32,35.153,10.769,254.53,21.96,14.97,103.5,133.89,53
247.66,93.43,23.757,15.958,185.65,22.86,6.48,64.8,70.35,63
211.04,120.68,29.691,17.568,399.13,27.4,13.11,3.3,143.75,27
202.47,115.42,18.313,11.832,182.27,24.57,7.25,112.2,73.46,87
216.83,107.9,29.148,15.744,235.87,20.9,13.57,57.3,188.24,35
228.14,88.37,22.315,9.763,100.88,19.73,2.28,36.8,27.33,81
199.14,109.17,25.473,12.103,204.77,22.2,3.45,62.5,13.68,52
231.55,85.09,19.878,18.911,121.43,22.52,12.9,98.9,156.24,51
183.62,86.91,21.902,18.936,323.15,24.01,12.47,14.1,80.27,35
183.45,109.11,17.297,14.904,268.3,20.66,5.28,43.7,93.12,58
207.04,101.38,42.597,16.428,271.65,25.68,9.36,38.9,186.76,22
204.74,144.79,30.912,18.248,185.95,18.98,6.36,100.9,117.98,32
202.09,106.3,26.902,19.503,344.47,23.6,1.14,93.6,132.03,25
214.37,133.05,31.051,13.879,100.98,24.24,1.37,48.6,3.89,60
202.45,117.12,33.849,14.739,200.08,20.07,1.76,80.1,134.1,32
193.46,129.29,42.656,12.988,297.85,26.26,9.32,47.9,77.67,35
201.66,98.21,20.361,8.864,372.38,24.15,4.91,69.0,92.04,64
248.24,145.93,23.867,13.074,170.38,24.46,3.02,119.0,161.61,106
208.78,117.11,44.274,17.488,262.33,22.98,14.18,64.7,104.76,25
211.13,138.19,26.136,17.659,261.4,27.1,2.7,118.6,197.37,39
220.36,105.55,15.677,18.709,362.25,24.94,10.44,89.9,159.36,43
248.83,87.01,19.429,8.618,115.16,21.82,13.52,15.4,145.72,111
196.91,127.16,15.79,14.326,227.34,20.39,3.29,95.7,117.74,71
227.69,80.54,44.698,9.289,154.74,18.71,4.01,20.2,82.48,38
230.12,113.27,23.366,10.409,106.46,19.65,9.03,64.3,10.57,84
222.51,93.5,42.706,18.803,144.11,27.93,8.12,74.0,3.7,27
186.2,123.92,44.877,13.961,392.94,22.07,8.29,107.2,9.35,28
227.38,148.56,32.995,17.103,164.45,26.99,8.77,26.0,191.77,41
184.49,112.51,15.996,8.773,380.51,19.71,14.3,105.2,64.64,87
221.73,137.22,17.448,13.002,161.58,22.25,1.75,112.2,140.12,110
231.77,115.54,29.448,16.091,379.39,27.61,11.65,11.6,118.86,29
194.77,114.71,27.185,9.601,296.39,18.91,4.26,106.3,114.33,52
238.91,145.13,33.185,11.91,133.97,23.94,6.23,31.8,115.85,73
182.12,142.3,28.165,8.775,274.57,27.19,2.25,10.6,60.46,51
239.07,135.01,43.022,15.816,195.55,27.5,7.24,115.1,177.31,40
212.22,100.74,31.042,19.651,214.95,26.46,12.26,47.7,183.84,24
195.23,118.15,35.812,17.925,232.05,26.56,2.38,75.1,128.91,23
189.36,95.67,41.895,19.695,226.81,24.52,4.86,66.8,172.79,13
246.73,111.07,19.406,18.147,299.23,20.2,6.22,26.4,12.0,59
185.09,113.89,21.892,18.262,330.51,25.31,2.45,80.7,20.08,37
193.94,138.21,18.22,14.926,198.75,27.78,11.67,6.5,111.81,66
204.35,142.72,19.189,14.219,377.31,23.26,12.02,25.2,169.3,55
223.42,109.02,30.378,12.875,381.54,20.61,12.7,113.4,63.09,34
218.14,81.24,24.635,17.817,112.21,23.73,9.17,114.5,109.61,33
188.8,140.32,27.695,10.185,104.47,24.91,8.1,58.4,1.99,76
200.28,92.2,44.475,8.675,227.52,20.08,4.68,21.1,197.33,33
196.71,123.53,19.701,19.375,277.19,25.19,10.17,51.2,153.4,38
194.95,81.75,31.224,8.045,183.37,23.87,7.22,105.4,72.28,55
208.78,107.97,17.966,19.722,177.82,24.12,14.59,9.4,196.6,44
229.28,149.02,24.555,16.746,303.5,21.06,14.55,16.2,18.49,50
195.22,87.05,30.826,11.942,280.51,19.55,13.67,107.6,92.84,41
205.67,109.66,43.399,16.374,150.14,24.23,6.04,50.4,11.77,26
207.36,101.5,26.737,17.815,365.35,23.86,6.15,10.9,66.99,26
248.35,143.36,16.947,10.944,303.99,21.38,12.94,17.6,43.87,126
246.83,140.85,26.645,17.251,208.77,20.96,11.21,106.0,63.31,62
236.01,96.64,19.372,17.652,305.09,21.47,10.86,59.3,189.48,45
196.92,85.68,21.9,10.992,133.8,22.9,4.91,20.4,85.44,61
184.76,123.9,33.543,8.503,240.48,27.75,12.67,107.4,64.97,47
202.18,103.55,17.023,10.449,150.7,25.64,9.11,101.6,128.15,86
198.68,127.05,28.942,10.408,112.43,26.52,7.26,3.7,136.67,49
215.41,82.25,33.284,8.783,201.5,23.06,13.12,70.1,196.75,48
234.44,89.34,27.656,16.712,145.22,23.26,6.52,30.1,109.21,48
240.08,128.05,15.574,12.56,290.06,20.04,10.15,64.4,150.51,112
239.14,94.87,44.566,18.613,302.22,25.21,7.52,34.2,76.43,20
205.18,140.03,26.013,11.026,144.61,22.22,9.3,38.6,34.21,77
228.11,84.1,38.357,13.439,107.38,25.42,1.57,72.6,85.97,45
201.9,95.08,24.769,15.668,337.84,22.09,7.46,65.1,83.76,38
184.26,149.9,29.251,18.53,100.62,19.09,8.79,48.0,84.12,46
229.11,110.32,26.654,14.295,203.17,19.73,7.9,13.8,139.08,53
180.69,129.21,25.276,12.482,248.37,26.12,12.86,116.4,81.19,44
208.64,92.79,15.656,18.404,345.59,20.59,5.36,21.8,190.83,45
203.06,122.69,25.801,11.723,351.57,20.64,13.38,76.3,196.55,46
228.54,130.83,41.685,8.953,317.48,27.29,6.65,10.8,104.67,43
233.64,102.01,35.712,13.341,174.16,24.58,10.72,82.9,111.69,47
201.29,138.02,19.363,17.421,316.06,19.14,2.21,12.3,81.53,48
236.81,122.24,32.735,8.369,173.96,19.44,3.8,28.3,71.12,88
200.57,107.24,41.767,15.031,164.38,20.72,11.66,78.0,197.07,31
211.24,119.03,36.001,15.134,264.14,23.94,1.17,34.7,8.13,30
230.89,120.37,19.461,19.143,303.66,25.53,14.56,64.4,82.02,49
228.5,91.59,41.035,11.438,115.92,20.74,3.67,15.8,30.27,46
249.12,108.19,24.046,11.346,118.01,26.71,13.62,25.1,145.26,86
195.76,104.04,28.622,13.286,335.25,19.09,8.22,88.3,38.89,34
226.36,108.06,30.784,12.283,357.85,20.08,8.9,5.2,176.93,32
222.68,133.28,40.515,16.836,281.33,27.7,2.18,14.3,74.9,31
244.06,113.78,42.948,15.701,228.65,19.35,6.11,26.6,183.43,32
190.95,145.82,42.89,17.107,353.59,26.88,3.19,3.4,197.31,18
232.63,100.56,15.239,17.841,318.65,25.04,8.36,12.4,154.23,61
219.78,109.1,42.657,19.076,273.88,18.73,8.71,34.5,124.63,21
199.23,135.09,16.632,13.171,195.93,22.84,10.94,12.1,29.98,86
213.21,118.22,22.973,19.816,159.4,23.19,13.3,104.1,186.61,39
203.36,118.29,30.45,10.588,225.6,27.32,7.55,8.9,155.37,41
220.55,83.73,29.398,16.572,186.05,22.21,4.27,103.5,57.61,34
242.23,107.9,33.141,14.408,201.78,22.47,5.67,98.9,93.7,49
219.85,98.95,29.383,17.803,254.69,19.12,12.86,13.0,13.53,30
224.22,149.95,43.031,13.721,150.73,24.39,3.04,4.0,131.8,42
216.31,101.58,22.216,17.407,341.85,20.11,9.78,6.9,25.05,44
183.58,141.91,23.221,19.162,143.66,18.78,1.18,71.3,130.31,38
196.3,127.34,42.622,16.788,244.3,27.97,4.44,80.8,134.31,28
214.44,103.86,17.302,17.313,323.79,20.7,9.28,74.9,64.93,52
201.72,118.05,33.287,8.806,245.51,19.41,7.39,65.4,189.73,46
192.72,138.84,35.452,10.459,208.31,24.99,7.91,21.8,155.79,42
